policy_id,date,policy_type,region,channel,premium_amount,claim_amount,csat_score,nps_score,fcr_flag,ticket_resolution_hrs,loss_ratio
4202,2023-07-17,Health,East,Agent,14966.53,1120.27,4.9,29,1,138.6,0.075
4203,2023-03-01,Auto,East,Direct,28655.12,3693.98,5.0,15,1,3.9,0.129
4204,2023-08-02,Life,South,Partner,21357.96,1585.42,3.3,79,0,9.3,0.074
4205,2023-06-08,Auto,West,Partner,8090.29,300.18,3.2,-17,1,31.3,0.037
4206,2023-06-08,Auto,South,Direct,11108.49,1203.85,3.9,58,1,77.5,0.108
4207,2023-10-25,Auto,West,Agent,9224.27,1323.03,3.1,48,1,0.3,0.143
4208,2023-02-13,Health,South,Agent,14562.74,3465.94,3.7,-29,0,7.2,0.238
4209,2023-03-10,Health,East,Agent,12885.14,2036.53,3.5,-55,1,17.6,0.158
4210,2023-11-13,Auto,North,Agent,10606.29,2743.28,4.0,65,1,5.5,0.259
4211,2023-03-23,Life,South,Direct,8955.76,892.34,4.2,54,0,17.7,0.1
4212,2023-02-19,Home,West,Direct,6964.79,294.27,3.3,96,0,11.0,0.042
4213,2023-04-25,Health,East,Direct,20221.34,5511.9,4.6,88,1,31.3,0.273
4214,2023-06-07,Life,West,Direct,8715.43,1282.85,4.3,28,1,20.1,0.147
4215,2023-12-16,Health,North,Partner,9374.14,1865.96,5.0,-38,0,5.5,0.199
4216,2023-08-02,Life,West,Agent,4493.1,766.07,4.5,56,1,17.5,0.17
4217,2023-04-26,Home,East,Agent,12689.21,3749.28,4.1,-90,0,33.7,0.295
4218,2023-12-22,Health,North,Agent,11938.85,4070.67,4.5,57,1,12.3,0.341
4219,2023-10-17,Health,South,Direct,16716.06,761.11,4.0,32,1,31.2,0.046
4220,2023-02-18,Health,North,Agent,21385.38,2291.35,3.2,-17,1,96.1,0.107
4221,2023-06-28,Life,South,Agent,21599.67,4722.75,4.4,84,1,6.8,0.219
4222,2023-02-05,Auto,North,Direct,11179.31,107.15,4.5,37,1,5.9,0.01
4223,2023-10-30,Auto,East,Direct,6690.38,842.23,3.9,-99,0,18.6,0.126
4224,2023-03-22,Life,West,Direct,5899.29,591.25,4.5,37,1,101.3,0.1
4225,2023-11-10,Home,North,Direct,3509.69,1138.64,4.2,-90,1,58.3,0.324
4226,2023-10-18,Health,North,Partner,38762.54,3528.6,3.9,88,1,6.4,0.091
4227,2023-04-13,Travel,West,Partner,8315.46,3522.39,4.4,22,1,53.5,0.424
4228,2023-08-10,Travel,South,Agent,13316.39,1817.51,4.9,22,1,35.1,0.136
4229,2023-01-31,Health,East,Agent,8695.08,1503.04,3.6,-5,1,24.5,0.173
4230,2023-10-14,Health,South,Partner,4858.91,45.53,3.0,-18,1,14.3,0.009
4231,2023-03-29,Auto,West,Direct,3936.58,327.48,4.0,43,1,7.8,0.083
4232,2023-05-28,Health,West,Direct,20211.26,1827.7,4.6,80,1,6.2,0.09
4233,2023-02-12,Auto,East,Agent,16307.6,2423.92,4.1,-79,1,19.4,0.149
4234,2023-12-11,Home,East,Agent,7187.13,495.7,3.5,-55,1,24.8,0.069
4235,2023-06-19,Life,West,Agent,7949.74,1291.51,4.7,-62,1,7.5,0.162
4236,2023-04-20,Health,South,Partner,3988.34,342.6,3.5,-11,1,44.0,0.086
4237,2023-04-23,Health,South,Direct,24794.93,2678.89,4.4,33,1,40.9,0.108
4238,2023-06-08,Auto,South,Direct,14238.53,2924.81,3.1,56,0,36.6,0.205
4239,2023-02-17,Travel,West,Direct,22280.26,6871.97,4.5,30,1,32.6,0.308
4240,2023-08-09,Auto,East,Agent,9002.58,1376.53,4.5,-50,1,33.2,0.153
4241,2023-09-22,Travel,East,Partner,12612.99,8233.25,4.0,-86,1,40.7,0.653
4242,2023-08-12,Auto,East,Direct,33729.12,10499.28,3.7,-7,0,80.6,0.311
4243,2023-03-10,Health,East,Agent,11487.3,1425.85,3.7,24,1,26.2,0.124
4244,2023-02-07,Health,East,Direct,11052.68,2250.12,4.6,-100,1,11.6,0.204
4245,2023-03-11,Health,East,Partner,10963.71,3405.72,4.6,-9,1,5.8,0.311
4246,2023-11-15,Auto,North,Direct,15325.68,2697.68,5.0,-20,1,92.8,0.176
4247,2023-04-07,Health,North,Direct,20226.99,670.01,4.3,-38,1,20.4,0.033
4248,2023-10-16,Travel,West,Direct,14591.33,3177.28,3.3,-54,0,22.7,0.218
4249,2023-07-19,Home,West,Direct,9318.76,1214.08,3.6,-75,1,86.3,0.13
4250,2023-10-10,Home,West,Partner,15410.0,7563.77,3.5,53,1,5.2,0.491
4251,2023-08-16,Travel,North,Agent,15165.23,1569.06,4.5,-94,0,32.8,0.103
4252,2023-07-04,Health,South,Partner,4343.97,247.59,4.3,-52,1,27.9,0.057
4253,2023-02-04,Auto,North,Direct,26828.59,6994.99,5.0,55,1,5.8,0.261
4254,2023-06-15,Auto,East,Partner,7913.2,611.37,4.1,36,1,0.7,0.077
4255,2023-01-17,Travel,North,Agent,7224.59,952.81,3.3,58,1,1.8,0.132
4256,2023-07-29,Health,West,Agent,10699.65,3448.73,3.7,68,1,6.0,0.322
4257,2023-10-28,Auto,West,Partner,4908.06,2826.83,3.8,-43,1,1.4,0.576
4258,2023-03-26,Home,North,Partner,6359.47,2197.12,5.0,-11,0,61.7,0.345
4259,2023-12-31,Health,West,Direct,13933.28,2379.14,4.1,70,1,22.3,0.171
4260,2023-11-09,Auto,South,Partner,28653.91,7963.6,3.9,47,0,14.3,0.278
4261,2023-02-14,Health,West,Partner,14092.63,219.3,5.0,-100,1,0.1,0.016
4262,2023-10-19,Life,East,Direct,17351.47,2525.85,4.1,65,1,52.7,0.146
4263,2023-12-11,Health,West,Direct,8154.03,438.43,3.7,68,1,59.2,0.054
4264,2023-09-20,Health,West,Agent,17059.05,4626.73,4.7,-23,0,2.0,0.271
4265,2023-06-12,Life,South,Direct,23382.32,7586.84,3.9,-17,1,58.3,0.324
4266,2023-09-29,Travel,South,Agent,11387.48,4687.87,4.2,-95,1,8.3,0.412
4267,2023-04-10,Life,South,Partner,8719.01,3173.26,3.6,37,0,6.4,0.364
4268,2023-10-10,Auto,East,Agent,9952.9,2989.25,3.9,-84,1,3.8,0.3
4269,2023-01-10,Life,East,Direct,8114.09,1829.8,4.1,19,1,49.1,0.226
4270,2023-03-14,Home,North,Direct,17719.51,5242.58,4.0,-85,1,46.9,0.296
4271,2023-11-18,Health,East,Direct,8544.05,1395.4,3.4,-90,1,7.2,0.163
4272,2023-06-19,Travel,West,Direct,27383.15,3454.02,4.8,-36,1,4.9,0.126
4273,2023-01-19,Auto,West,Direct,12398.09,3096.8,3.3,-60,1,1.8,0.25
4274,2023-10-15,Health,South,Direct,8216.87,1183.34,4.7,17,1,110.0,0.144
4275,2023-11-16,Auto,East,Partner,11420.93,2067.87,4.5,53,1,53.1,0.181
4276,2023-07-02,Auto,East,Agent,7251.94,461.68,5.0,46,0,21.2,0.064
4277,2023-10-20,Travel,North,Partner,11970.31,3695.71,4.7,97,1,5.3,0.309
4278,2023-09-23,Travel,South,Direct,18813.03,3639.56,4.6,99,0,46.1,0.193
4279,2023-12-22,Auto,North,Direct,27645.89,9111.88,3.4,-15,0,16.3,0.33
4280,2023-08-23,Auto,West,Agent,9615.9,2304.86,4.0,-79,1,3.9,0.24
4281,2023-04-17,Life,North,Partner,7920.09,1834.38,4.5,97,1,71.2,0.232
4282,2023-03-16,Health,North,Agent,17023.4,3526.01,4.0,-93,1,5.2,0.207
4283,2023-05-16,Home,West,Direct,5482.36,1801.65,4.1,-80,1,67.3,0.329
4284,2023-05-24,Life,East,Agent,12123.87,5009.96,4.1,64,1,7.3,0.413
4285,2023-03-04,Life,North,Agent,8131.01,1822.32,3.2,69,0,33.8,0.224
4286,2023-08-15,Home,North,Direct,12058.63,829.32,4.4,-8,0,3.4,0.069
4287,2023-05-06,Travel,East,Direct,15548.83,1714.8,3.2,53,1,4.2,0.11
4288,2023-09-23,Health,East,Agent,16869.24,5759.63,4.3,37,0,30.8,0.341
4289,2023-09-16,Life,South,Direct,25003.67,6104.87,4.0,-20,0,2.7,0.244
4290,2023-10-09,Auto,West,Direct,3268.69,1161.45,4.5,42,1,20.1,0.355
4291,2023-02-20,Life,South,Partner,4782.31,93.57,4.4,-89,0,75.9,0.02
4292,2023-06-19,Travel,South,Direct,11149.09,1231.44,3.9,2,1,17.6,0.11
4293,2023-12-20,Health,North,Direct,9141.69,716.9,4.4,43,1,24.9,0.078
4294,2023-02-17,Life,South,Direct,14926.98,2100.82,4.0,35,1,42.4,0.141
4295,2023-11-30,Travel,North,Agent,7043.28,935.76,4.4,49,1,67.1,0.133
4296,2023-07-20,Life,South,Direct,12878.56,2890.67,4.0,-100,1,1.5,0.224
4297,2023-12-07,Home,South,Direct,9696.44,5423.3,4.0,-78,1,0.2,0.559
4298,2023-12-28,Home,North,Agent,17110.21,2774.86,3.8,67,1,42.3,0.162
4299,2023-01-18,Health,North,Agent,6252.92,717.47,3.9,-12,1,57.4,0.115
4300,2023-04-20,Health,West,Direct,17740.65,5054.1,5.0,0,0,54.0,0.285
4301,2023-12-07,Health,East,Direct,13516.76,1520.18,4.6,-63,1,56.8,0.112
4302,2023-05-20,Auto,West,Agent,15519.92,3457.74,4.6,16,1,64.6,0.223
4303,2023-07-18,Life,West,Direct,14565.58,1577.88,3.8,-68,0,8.3,0.108
4304,2023-09-03,Auto,North,Direct,13413.74,2651.11,2.6,-6,0,7.1,0.198
4305,2023-11-14,Auto,North,Direct,6021.97,443.52,4.2,-27,0,16.5,0.074
4306,2023-08-14,Health,North,Agent,11672.79,1721.28,4.3,24,1,12.7,0.147
4307,2023-03-05,Home,East,Direct,12592.9,1265.97,4.9,46,1,20.3,0.101
4308,2023-08-19,Home,East,Direct,12170.68,2223.19,4.1,75,0,29.6,0.183
4309,2023-11-29,Health,South,Partner,16936.6,1674.99,3.0,77,1,3.5,0.099
4310,2023-03-08,Auto,North,Agent,11420.47,4410.3,3.1,-38,0,13.4,0.386
4311,2023-06-15,Auto,West,Direct,17371.66,3404.17,2.6,29,0,4.2,0.196
4312,2023-05-20,Travel,North,Partner,10054.84,1531.49,4.2,68,1,9.3,0.152
4313,2023-06-20,Home,South,Direct,20296.62,2896.45,3.9,85,1,8.6,0.143
4314,2023-01-06,Travel,West,Direct,23719.71,2394.75,4.1,-52,1,42.9,0.101
4315,2023-04-02,Travel,South,Partner,32671.66,1002.54,5.0,62,1,1.9,0.031
4316,2023-10-10,Auto,West,Direct,6711.78,789.96,3.6,-16,1,43.8,0.118
4317,2023-08-26,Life,East,Direct,4889.4,1371.14,4.1,26,1,56.4,0.28
4318,2023-06-11,Travel,West,Direct,9765.03,1116.69,4.6,-80,1,222.3,0.114
4319,2023-10-17,Life,South,Partner,8586.32,320.94,3.6,-75,1,7.2,0.037
4320,2023-05-04,Health,East,Direct,14419.91,1651.12,4.7,-41,1,42.9,0.115
4321,2023-10-28,Auto,North,Direct,8005.37,544.43,3.6,57,0,32.8,0.068
4322,2023-01-19,Health,South,Direct,9416.01,9579.175298477301,4.6,24,1,103.3,1.017
4323,2023-05-07,Home,North,Direct,25791.09,5749.49,4.1,7,1,22.4,0.223
4324,2023-09-15,Auto,North,Agent,21622.71,2767.58,5.0,-36,1,13.0,0.128
4325,2023-11-20,Health,East,Agent,27625.43,2708.17,3.9,72,0,71.6,0.098
4326,2023-09-16,Auto,North,Direct,16852.2,3658.62,4.4,70,1,11.7,0.217
4327,2023-05-15,Travel,North,Direct,9545.6,1550.66,3.7,94,1,63.5,0.162
4328,2023-05-29,Home,South,Direct,19263.81,4517.33,4.0,89,0,5.9,0.234
4329,2023-04-05,Auto,West,Direct,8257.62,1221.32,2.8,60,1,44.6,0.148
4330,2023-03-19,Travel,North,Direct,8042.95,1687.16,4.1,-2,1,11.9,0.21
4331,2023-01-27,Health,South,Direct,8845.73,4644.24,4.8,-49,0,67.1,0.525
4332,2023-08-07,Life,West,Direct,18568.91,2332.23,4.5,-28,1,26.1,0.126
4333,2023-04-15,Auto,East,Agent,7332.53,1976.81,4.7,42,1,19.5,0.27
4334,2023-06-18,Auto,West,Agent,10657.76,3883.95,4.0,-27,1,2.9,0.364
4335,2023-05-30,Life,North,Direct,3148.0,1189.53,4.8,-66,1,33.0,0.378
4336,2023-05-13,Health,West,Direct,5057.69,1431.92,3.6,21,1,27.0,0.283
4337,2023-06-10,Life,North,Direct,13824.0,540.37,3.3,100,1,3.4,0.039
4338,2023-09-02,Health,East,Direct,11176.92,1745.46,3.7,11,0,2.5,0.156
4339,2023-10-08,Travel,North,Direct,13233.9,908.65,3.2,48,0,4.0,0.069
4340,2023-09-17,Home,West,Direct,13486.44,1559.94,3.9,-40,1,8.4,0.116
4341,2023-06-29,Life,West,Direct,15604.04,5132.02,4.4,-69,1,21.8,0.329
4342,2023-03-31,Auto,West,Agent,19283.9,2440.16,2.2,17,1,2.3,0.127
4343,2023-01-04,Health,East,Direct,2732.61,115.81,4.7,95,1,6.7,0.042
4344,2023-02-09,Life,West,Direct,7220.34,2147.8,4.2,-75,1,2.1,0.297
4345,2023-08-14,Life,South,Partner,11102.67,2033.69,4.4,-46,0,41.0,0.183
4346,2023-03-04,Home,East,Direct,18112.71,3437.55,5.0,-15,1,33.2,0.19
4347,2023-03-27,Home,East,Direct,13855.09,4380.53,4.2,-34,0,6.5,0.316
4348,2023-05-30,Health,East,Direct,9057.37,2500.62,4.4,72,0,6.5,0.276
4349,2023-03-26,Life,South,Direct,21266.2,5987.33,4.2,58,1,10.0,0.282
4350,2023-09-04,Travel,North,Partner,7349.76,572.56,4.1,83,1,18.8,0.078
4351,2023-08-24,Home,North,Direct,4485.79,1101.57,4.5,80,1,2.5,0.246
4352,2023-06-12,Auto,South,Direct,13653.97,1309.92,4.2,34,1,0.1,0.096
4353,2023-03-19,Life,East,Direct,12495.57,3497.66,4.1,87,1,21.0,0.28
4354,2023-01-12,Health,North,Partner,4160.01,1584.86,4.8,67,1,6.1,0.381
4355,2023-06-07,Auto,West,Direct,23552.87,3370.18,3.8,72,1,7.8,0.143
4356,2023-04-05,Auto,East,Partner,7067.25,2206.93,4.3,34,1,85.0,0.312
4357,2023-04-30,Auto,West,Agent,13671.85,3760.46,3.8,-78,1,90.5,0.275
4358,2023-10-13,Auto,North,Partner,12682.7,570.6,4.2,6,1,9.5,0.045
4359,2023-03-03,Life,North,Direct,14221.5,1441.02,3.6,-29,1,17.4,0.101
4360,2023-11-12,Travel,South,Direct,17397.47,382.33,3.8,-8,1,21.5,0.022
4361,2023-09-09,Health,East,Partner,3755.27,333.41,4.8,41,1,18.2,0.089
4362,2023-08-31,Home,West,Partner,10918.69,811.39,3.0,75,1,49.2,0.074
4363,2023-05-31,Auto,East,Partner,18849.21,1090.75,4.7,79,1,11.2,0.058
4364,2023-01-15,Auto,West,Direct,7691.49,1987.11,4.5,-81,0,40.7,0.258
4365,2023-10-12,Health,East,Direct,12353.45,1641.24,4.0,-6,1,0.5,0.133
4366,2023-07-20,Travel,South,Direct,6070.68,160.78,5.0,99,1,49.0,0.026
4367,2023-05-21,Health,East,Agent,15815.51,4480.92,3.9,-28,1,5.7,0.283
4368,2023-06-09,Health,South,Agent,16349.85,4320.6,4.3,-17,0,7.0,0.264
4369,2023-12-28,Auto,East,Agent,6805.29,2184.82,3.8,92,1,37.6,0.321
4370,2023-09-12,Life,North,Direct,17343.44,1488.4,4.2,-91,1,3.8,0.086
4371,2023-01-10,Auto,East,Agent,10315.86,3046.16,4.1,12,1,7.9,0.295
4372,2023-04-28,Health,South,Partner,12276.87,2568.57,3.9,-9,1,19.9,0.209
4373,2023-04-26,Auto,East,Agent,14844.14,4877.77,3.4,43,0,38.3,0.329
4374,2023-06-14,Health,West,Partner,9947.39,358.47,3.2,-55,1,29.4,0.036
4375,2023-09-26,Health,North,Direct,6238.46,3543.74,4.8,-19,1,1.7,0.568
4376,2023-06-27,Health,East,Partner,18781.53,3446.52,3.2,-48,0,9.9,0.184
4377,2023-02-15,Health,South,Direct,14329.87,3689.96,3.4,-30,1,20.0,0.258
4378,2023-11-06,Health,East,Direct,18264.88,24748.53942807305,5.0,29,1,66.8,1.355
4379,2023-04-27,Home,North,Agent,20004.55,3566.01,4.4,11,1,55.6,0.178
4380,2023-11-13,Auto,East,Agent,16464.36,4168.04,4.8,-18,0,21.8,0.253
4381,2023-12-08,Life,North,Direct,10836.47,2393.24,4.2,-84,1,22.1,0.221
4382,2023-12-01,Travel,East,Agent,6489.71,600.85,4.2,-80,0,17.7,0.093
4383,2023-11-04,Health,South,Direct,15063.81,14979.07697494881,3.9,83,1,27.3,0.994
4384,2023-03-19,Auto,West,Agent,11601.89,1991.48,3.5,49,1,0.7,0.172
4385,2023-07-01,Auto,East,Direct,6126.9,1851.53,3.0,27,1,30.9,0.302
4386,2023-04-23,Travel,North,Partner,7338.81,3551.06,4.7,-51,1,34.7,0.484
4387,2023-10-11,Health,East,Direct,4998.78,462.96,4.9,30,1,32.2,0.093
4388,2023-06-07,Health,East,Direct,3065.19,383.31,3.5,88,1,4.9,0.125
4389,2023-01-14,Health,South,Direct,6479.7,1478.32,4.2,-2,1,19.3,0.228
4390,2023-08-24,Life,North,Partner,4904.22,899.56,3.5,-68,1,2.0,0.183
4391,2023-04-21,Life,East,Partner,7735.27,583.14,5.0,-5,1,15.4,0.075
4392,2023-05-02,Auto,South,Direct,24482.72,3786.47,3.9,-63,0,1.5,0.155
4393,2023-02-07,Life,East,Partner,8765.86,2096.79,3.7,63,0,17.5,0.239
4394,2023-02-04,Health,East,Direct,12830.72,1535.93,4.5,77,1,27.2,0.12
4395,2023-03-22,Life,South,Partner,10002.26,663.4,4.5,-77,1,7.1,0.066
4396,2023-12-17,Health,North,Agent,2729.63,266.97,4.3,-47,0,47.8,0.098
4397,2023-06-02,Life,South,Direct,4390.68,374.13,5.0,7,0,56.6,0.085
4398,2023-08-24,Home,East,Agent,15359.66,1165.3,2.7,83,0,8.6,0.076
4399,2023-06-17,Travel,East,Direct,9068.73,2218.44,3.9,66,1,13.7,0.245
4400,2023-11-02,Auto,South,Direct,27379.16,3259.47,4.2,80,1,138.3,0.119
4401,2023-02-04,Health,East,Direct,30479.58,7817.42,3.9,-93,1,67.8,0.256
4402,2023-10-11,Health,North,Partner,39198.81,7513.01,4.5,-83,1,15.6,0.192
4403,2023-10-29,Auto,South,Direct,10064.23,211.76,4.5,84,1,7.6,0.021
4404,2023-01-04,Travel,East,Direct,12109.86,2700.7,3.8,-95,1,12.3,0.223
4405,2023-10-29,Life,South,Direct,10904.79,3638.71,4.7,69,1,80.9,0.334
4406,2023-06-20,Travel,North,Direct,4197.81,601.21,3.7,32,1,8.3,0.143
4407,2023-02-22,Life,South,Direct,40731.37,6686.43,4.6,-98,1,11.0,0.164
4408,2023-02-07,Health,East,Direct,18166.23,5951.68,5.0,22,1,5.3,0.328
4409,2023-03-30,Home,South,Direct,8360.93,1085.3,4.7,-20,1,16.6,0.13
4410,2023-07-17,Auto,North,Partner,5132.0,615.98,3.5,-12,1,34.0,0.12
4411,2023-07-16,Health,East,Agent,12195.77,2880.64,4.8,-73,1,3.7,0.236
4412,2023-11-29,Health,North,Direct,11850.56,3402.53,4.2,-72,0,36.7,0.287
4413,2023-07-23,Auto,North,Direct,11406.11,558.94,4.2,-41,1,62.2,0.049
4414,2023-09-22,Life,West,Direct,10579.43,9875.166735879518,3.4,-89,1,9.0,0.933
4415,2023-02-06,Auto,North,Direct,27542.56,2315.17,2.5,-38,0,91.7,0.084
4416,2023-05-05,Auto,South,Partner,18693.16,10094.67,3.8,22,1,9.0,0.54
4417,2023-01-22,Health,North,Partner,18005.34,7696.71,4.2,79,1,13.1,0.427
4418,2023-08-30,Travel,South,Agent,9996.65,2074.83,4.0,-22,1,23.3,0.208
4419,2023-01-10,Life,North,Direct,2923.17,173.53,3.6,80,1,18.8,0.059
4420,2023-05-11,Auto,South,Partner,25559.57,6542.48,4.9,53,1,1.0,0.256
4421,2023-01-24,Health,South,Agent,22855.65,3484.07,4.0,-76,1,33.1,0.152
4422,2023-08-19,Life,East,Agent,9498.89,708.38,4.5,-49,0,0.0,0.075
4423,2023-02-24,Life,East,Direct,23855.64,3342.58,4.8,-75,1,6.6,0.14
4424,2023-07-31,Health,East,Direct,8944.78,450.33,3.2,-63,1,8.4,0.05
4425,2023-09-06,Life,North,Direct,8056.89,325.58,4.4,-8,0,11.9,0.04
4426,2023-02-10,Health,East,Partner,9505.6,3253.07,3.8,5,0,18.7,0.342
4427,2023-09-10,Life,West,Partner,12575.85,2645.35,3.3,13,1,12.8,0.21
4428,2023-04-24,Health,West,Direct,28654.42,2933.33,3.4,-6,1,2.4,0.102
4429,2023-06-19,Life,South,Direct,3590.09,1274.26,3.7,-37,0,22.5,0.355
4430,2023-03-23,Auto,South,Agent,5965.63,2329.5,3.5,40,1,17.9,0.39
4431,2023-06-28,Auto,North,Agent,24364.18,2969.57,4.1,24,1,19.4,0.122
4432,2023-10-15,Life,North,Direct,10322.29,1718.29,3.5,88,1,4.6,0.166
4433,2023-09-19,Home,South,Partner,5904.66,809.15,4.8,19,0,10.9,0.137
4434,2023-12-17,Travel,North,Direct,7590.01,2072.82,3.5,-41,0,14.3,0.273
4435,2023-09-28,Health,West,Direct,7735.58,1268.46,4.1,-49,1,17.6,0.164
4436,2023-07-11,Auto,East,Direct,14705.1,3028.72,3.2,-50,1,5.2,0.206
4437,2023-12-18,Health,East,Partner,19332.07,9345.49,4.7,21,1,91.3,0.483
4438,2023-03-22,Health,East,Partner,16656.52,1411.24,3.4,-71,1,102.1,0.085
4439,2023-09-21,Travel,West,Agent,13041.31,657.92,3.1,84,1,8.8,0.05
4440,2023-11-17,Life,West,Partner,14338.91,3263.2,4.7,-48,0,4.8,0.228
4441,2023-05-28,Life,West,Partner,11497.67,3871.29,4.2,-42,1,4.1,0.337
4442,2023-06-04,Auto,East,Direct,6532.91,2117.46,3.8,-94,1,36.6,0.324
4443,2023-12-22,Auto,East,Partner,6802.79,2010.16,4.6,-90,1,16.9,0.295
4444,2023-06-27,Auto,North,Direct,15842.61,2566.76,4.6,52,1,7.1,0.162
4445,2023-12-02,Auto,West,Direct,6784.74,1003.05,4.3,-30,1,48.4,0.148
4446,2023-03-20,Life,North,Partner,9415.52,2790.36,3.5,-89,1,5.8,0.296
4447,2023-02-28,Auto,South,Direct,8987.76,1960.53,3.1,22,0,6.2,0.218
4448,2023-09-09,Travel,East,Agent,11555.38,1497.11,4.2,-31,1,17.4,0.13
4449,2023-02-08,Health,North,Direct,5460.01,278.86,3.7,-1,0,68.3,0.051
4450,2023-04-19,Health,West,Partner,37887.89,4880.47,4.4,-54,0,3.2,0.129
4451,2023-05-24,Auto,North,Partner,3864.88,2575.87,2.9,-53,1,6.1,0.666
4452,2023-09-16,Auto,West,Direct,7199.57,1582.0,4.8,-81,0,5.7,0.22
4453,2023-12-20,Travel,South,Agent,24735.49,1800.96,3.2,44,1,3.0,0.073
4454,2023-07-11,Auto,West,Agent,18230.69,505.68,3.4,-22,0,1.5,0.028
4455,2023-01-02,Travel,West,Direct,13264.78,3332.72,3.6,-48,1,3.6,0.251
4456,2023-09-21,Auto,West,Agent,13415.98,2739.92,2.9,-33,1,26.8,0.204
4457,2023-01-20,Health,South,Direct,9948.6,2935.54,4.2,-54,1,12.4,0.295
4458,2023-02-12,Life,North,Direct,11410.37,2719.2,4.0,96,1,9.5,0.238
4459,2023-07-19,Health,North,Direct,13860.19,4217.05,4.4,32,1,18.6,0.304
4460,2023-05-05,Health,South,Agent,7596.47,2630.67,4.2,0,1,83.7,0.346
4461,2023-04-28,Auto,South,Agent,21585.83,6023.37,4.1,-95,1,2.1,0.279
4462,2023-12-17,Travel,East,Agent,17184.75,1518.73,3.5,0,0,4.7,0.088
4463,2023-09-23,Travel,East,Partner,26631.14,1173.32,2.5,-81,1,27.1,0.044
4464,2023-05-29,Auto,West,Agent,21095.87,23094.999788549325,4.1,-33,1,92.9,1.095
4465,2023-09-17,Auto,West,Partner,4192.32,449.96,4.4,33,0,3.4,0.107
4466,2023-03-21,Home,East,Direct,3252.99,3785.735862192729,4.1,-99,1,5.3,1.164
4467,2023-04-10,Auto,West,Direct,5275.09,1030.03,4.1,-3,1,2.0,0.195
4468,2023-12-16,Health,East,Agent,16911.96,3719.06,4.7,11,0,13.4,0.22
4469,2023-04-09,Auto,East,Agent,14717.67,3921.04,3.1,93,1,5.9,0.266
4470,2023-09-16,Auto,West,Agent,11268.69,405.71,4.2,-94,1,0.3,0.036
4471,2023-01-11,Travel,North,Direct,14327.38,2770.28,4.6,16,1,20.7,0.193
4472,2023-02-13,Life,East,Direct,18032.7,4915.5,4.1,-71,1,15.9,0.273
4473,2023-10-01,Health,West,Agent,30541.84,6215.09,4.4,-55,1,10.3,0.203
4474,2023-10-23,Auto,North,Direct,25655.51,7685.98,4.2,-61,1,9.2,0.3
4475,2023-04-09,Health,West,Agent,18558.92,2798.61,4.0,64,1,11.7,0.151
4476,2023-08-22,Home,West,Agent,14327.67,4822.12,4.7,-98,1,27.0,0.337
4477,2023-12-24,Health,West,Direct,15665.24,2975.38,4.0,-4,1,27.1,0.19
4478,2023-05-14,Health,West,Direct,7561.93,1589.01,3.6,90,1,93.8,0.21
4479,2023-07-07,Life,East,Agent,13937.71,1333.76,4.1,-10,0,25.1,0.096
4480,2023-09-29,Health,North,Agent,6345.15,422.77,4.2,-49,0,29.7,0.067
4481,2023-09-14,Auto,West,Partner,21383.29,5467.85,3.9,-22,1,6.9,0.256
4482,2023-06-24,Travel,East,Agent,13174.68,530.63,3.7,37,1,36.2,0.04
4483,2023-11-05,Health,West,Agent,16221.31,5130.96,3.4,-31,1,35.0,0.316
4484,2023-02-14,Health,West,Direct,14632.48,1361.5,3.5,24,1,81.4,0.093
4485,2023-02-25,Health,East,Agent,2479.96,130.7,4.0,23,1,25.8,0.053
4486,2023-03-08,Life,West,Direct,10079.64,991.28,4.7,-68,1,22.3,0.098
4487,2023-09-10,Travel,East,Agent,18783.68,3819.63,4.0,0,1,72.0,0.203
4488,2023-04-24,Auto,North,Agent,5536.03,434.03,3.1,-52,0,6.8,0.078
4489,2023-08-12,Auto,West,Agent,13498.21,2087.84,4.6,65,1,10.1,0.155
4490,2023-07-15,Life,West,Agent,17471.63,3896.54,3.6,-49,1,26.8,0.223
4491,2023-11-11,Life,South,Agent,11581.05,2394.06,3.5,32,0,83.3,0.207
4492,2023-03-02,Auto,East,Direct,7846.23,694.84,4.5,-97,1,8.0,0.089
4493,2023-08-15,Home,West,Direct,10372.77,3083.49,3.7,6,1,4.9,0.297
4494,2023-09-28,Life,North,Direct,9191.65,2821.8,4.5,-25,1,24.4,0.307
4495,2023-01-10,Life,South,Partner,12170.36,3190.1,2.8,44,1,37.7,0.262
4496,2023-06-21,Auto,East,Direct,12947.72,2676.87,3.8,16,0,2.9,0.207
4497,2023-04-24,Life,South,Agent,23629.66,4216.52,4.4,5,1,76.7,0.178
4498,2023-03-13,Health,South,Direct,6891.97,415.19,4.2,0,1,27.0,0.06
4499,2023-04-29,Auto,West,Partner,22477.38,3024.32,3.5,-73,1,0.2,0.135
4500,2023-02-21,Auto,North,Agent,13413.73,3583.44,4.2,1,1,7.5,0.267
4501,2023-05-19,Health,North,Agent,9418.01,4193.8,3.2,-59,0,0.0,0.445
4502,2023-02-25,Life,East,Agent,17138.98,1836.11,3.6,71,1,2.7,0.107
4503,2023-09-08,Health,East,Agent,17329.11,5480.75,4.2,25,1,43.6,0.316
4504,2023-02-09,Life,West,Partner,20696.37,10399.08,4.7,84,0,49.5,0.502
4505,2023-10-11,Auto,East,Direct,20900.72,9652.42,5.0,-45,1,29.8,0.462
